PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	[1] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S1_S2-C10_1_6765.d.PG.Quantity	[2] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S4_S2-D3_1_6770.d.PG.Quantity	[3] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S7_S2-B8_1_6751.d.PG.Quantity	[4] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S10_S2-A5_1_6736.d.PG.Quantity	[5] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S13_S2-D9_1_6776.d.PG.Quantity	[6] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S16_S2-C7_1_6762.d.PG.Quantity	[7] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S19_S2-E1_1_6780.d.PG.Quantity	[8] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S22_S2-B12_1_6755.d.PG.Quantity	[9] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S25_S2-B2_1_6745.d.PG.Quantity	[10] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S28_S2-B4_1_6747.d.PG.Quantity	[11] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S31_S2-D7_1_6774.d.PG.Quantity	[12] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S34_S2-A11_1_6742.d.PG.Quantity	[13] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S37_S2-E5_1_6784.d.PG.Quantity	[14] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S40_S2-A6_1_6737.d.PG.Quantity	[15] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S43_S2-D1_1_6768.d.PG.Quantity	[16] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S46_S2-E3_1_6782.d.PG.Quantity	[17] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S49_S2-C5_1_6760.d.PG.Quantity	[18] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S52_S2-A2_1_6733.d.PG.Quantity	[19] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S55_S2-G4_1_6807.d.PG.Quantity	[20] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S61_S3-A1_1_6829.d.PG.Quantity	[21] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S64_S2-H6_1_6821.d.PG.Quantity	[22] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S67_S2-G11_1_6814.d.PG.Quantity	[23] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S73_S2-G1_1_6804.d.PG.Quantity	[24] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S76_S3-A3_1_6831.d.PG.Quantity	[25] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S79_S2-G8_1_6811.d.PG.Quantity	[26] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S82_S2-F6_1_6797.d.PG.Quantity	[27] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S85_S2-F4_1_6795.d.PG.Quantity	[28] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S88_S2-H3_1_6818.d.PG.Quantity	[29] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S91_S2-F2_1_6793.d.PG.Quantity	[30] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S94_S2-H2_1_6817.d.PG.Quantity	[31] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S94_S2-H10_1_6825.d.PG.Quantity	[32] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S97_S2-E7_1_6786.d.PG.Quantity	[33] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S100_S3-A9_1_6837.d.PG.Quantity	[34] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S102_S3-A7_1_6835.d.PG.Quantity	[35] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S103_S2-E10_1_6789.d.PG.Quantity	[36] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S106_S2-F8_1_6799.d.PG.Quantity
Q7TP47	Syncrip	Heterogeneous nuclear ribonucleoprotein Q	HNRPQ_RAT	83.904052734375	104.25746154785156	116.05802154541016	142.892822265625	93.2928466796875	103.70140838623047	530.3972778320312	114.86178588867188	110.23888397216797	88.06848907470703	145.67552185058594	106.60432434082031	109.93759155273438	104.49700927734375	73.804931640625	90.86060333251953	109.18628692626953	139.1658935546875	89.67851257324219	100.89715576171875	165.1222381591797	151.0220489501953	99.14034271240234	85.88381958007812	90.921142578125	91.5372314453125	81.48130798339844	99.5167465209961	112.45143127441406	84.56722259521484	93.10901641845703	97.56986999511719	89.95331573486328	72.70838165283203	71.70890808105469	83.54615783691406
Q7TP48	Apmap	Adipocyte plasma membrane-associated protein	APMAP_RAT	64.24732208251953	72.75432586669922	77.37995147705078	76.53852081298828	60.07988357543945	84.73595428466797	153.17315673828125	80.77137756347656	63.12782669067383	75.27474975585938	106.7275161743164	84.33634185791016	75.32908630371094	62.440086364746094	34.6712532043457	51.76478958129883	70.61083984375	159.0057373046875	64.22030639648438	57.86335372924805	113.6711654663086	78.3118896484375	97.05780792236328	48.82668685913086	59.504539489746094	71.96080017089844	45.04107666015625	52.464393615722656	61.838340759277344	54.19243621826172	64.72113800048828	53.87385940551758	87.00237274169922	53.002235412597656	52.28285598754883	44.92363739013672
Q7TP52	Cmbl	Carboxymethylenebutenolidase homolog	CMBL_RAT	87.52411651611328	87.2022705078125	117.9920883178711	162.12899780273438	119.94760131835938	142.28204345703125	34.133460998535156	116.0534439086914	122.37040710449219	100.70452880859375	113.14151000976562	115.4588623046875	114.27442169189453	108.8957290649414	77.73849487304688	74.57035827636719	99.49556732177734	119.94276428222656	136.20713806152344	121.00252532958984	160.0137481689453	164.02059936523438	127.85537719726562	122.61827850341797	141.18817138671875	129.78196716308594	150.45822143554688	110.58136749267578	142.58865356445312	92.69603729248047	139.91635131835938	75.89604949951172	147.80616760253906	101.54197692871094	96.9976577758789	146.21011352539062
Q7TP98	Ilf2	Interleukin enhancer-binding factor 2	ILF2_RAT	24.102436065673828	21.664657592773438	5.095782279968262	NaN	8.846755027770996	28.184829711914062	62.65860366821289	17.906309127807617	13.261580467224121	12.276568412780762	8.107029914855957	11.305611610412598	16.54236602783203	16.885772705078125	13.220213890075684	14.142484664916992	17.488725662231445	24.288732528686523	17.869108200073242	25.973567962646484	63.13572692871094	26.12458610534668	14.167015075683594	26.29652976989746	17.07879638671875	18.933191299438477	12.913233757019043	15.719189643859863	26.101526260375977	22.543888092041016	21.113969802856445	9.037491798400879	23.95854377746582	12.424023628234863	13.97325611114502	12.791937828063965
Q7TPB1	Cct4	T-complex protein 1 subunit delta	TCPD_RAT	120.51033020019531	187.96170043945312	155.69674682617188	164.142578125	147.21139526367188	166.17648315429688	203.90487670898438	146.36468505859375	127.52677154541016	124.70635223388672	194.14645385742188	130.23507690429688	154.93824768066406	151.78578186035156	145.50039672851562	146.82208251953125	133.75326538085938	157.23007202148438	151.3793487548828	137.13250732421875	163.83822631835938	176.38790893554688	168.9462432861328	135.36932373046875	143.6487579345703	156.0476531982422	150.45693969726562	124.45262908935547	181.8056182861328	138.3587188720703	141.68292236328125	117.03216552734375	185.6934051513672	111.78491973876953	146.01927185058594	156.4326934814453
Q7TPJ0	Ssr1	Translocon-associated protein subunit alpha	SSRA_RAT	287.1324462890625	620.3108520507812	255.3916473388672	637.6486206054688	274.571044921875	404.2187805175781	3679.747802734375	210.08018493652344	202.4504852294922	176.0834197998047	615.4376831054688	318.9478454589844	625.0236206054688	347.9843444824219	215.83868408203125	226.06324768066406	245.24197387695312	450.20703125	319.9906311035156	26.428199768066406	241.34783935546875	110.59757232666016	102.86555480957031	69.75716400146484	61.53730010986328	265.3202819824219	203.72108459472656	134.34742736816406	193.47750854492188	158.26889038085938	28.01946258544922	93.99185943603516	173.50494384765625	109.10909271240234	205.48660278320312	44.30693817138672
Q7TPK6;Q9JIH7	Wnk4;Wnk1	Serine/threonine-protein kinase WNK4;Serine/threonine-protein kinase WNK1	WNK4_RAT;WNK1_RAT	31.56007957458496	47.58711624145508	14.66682243347168	41.62482833862305	27.47229766845703	30.993921279907227	68.6983642578125	16.948522567749023	NaN	NaN	40.73646545410156	11.999839782714844	23.08898162841797	21.10369873046875	23.624088287353516	22.45037269592285	25.136489868164062	16.654481887817383	21.24429702758789	8.551435470581055	NaN	17.27898406982422	14.145584106445312	15.728660583496094	11.645136833190918	13.654448509216309	21.29867935180664	NaN	19.53264045715332	15.642096519470215	NaN	23.086145401000977	21.012401580810547	27.90946388244629	15.554290771484375	6.756615161895752
Q7TQ16	Uqcrq	Cytochrome b-c1 complex subunit 8	QCR8_RAT	470.9564514160156	606.2100830078125	313.30218505859375	466.2413635253906	402.0864562988281	345.8799133300781	298.3905334472656	390.2467041015625	491.1086730957031	642.4320068359375	473.2614440917969	524.4459228515625	333.631591796875	357.7196044921875	531.88037109375	491.40313720703125	251.94082641601562	289.7318115234375	458.9582824707031	717.9407348632812	347.73736572265625	457.33306884765625	487.7039489746094	448.1506652832031	853.9549560546875	453.35125732421875	594.6255493164062	552.77099609375	405.5577697753906	742.807373046875	707.3884887695312	550.8480834960938	159.96917724609375	617.8806762695312	585.4368286132812	435.7110900878906
Q7TQ82	Mrps10	28S ribosomal protein S10, mitochondrial	RT10_RAT	10.620622634887695	8.75212574005127	13.168389320373535	3.556786060333252	17.54783058166504	6.802905559539795	NaN	8.990558624267578	10.81574535369873	16.256526947021484	NaN	NaN	10.719836235046387	10.072265625	14.549943923950195	17.058334350585938	10.33198070526123	7.978935718536377	16.524368286132812	12.541275024414062	19.727800369262695	7.105493068695068	15.774649620056152	16.991479873657227	14.362826347351074	10.014816284179688	6.70656681060791	10.03209400177002	8.958704948425293	15.301584243774414	13.350555419921875	19.61751937866211	7.9143967628479	10.062163352966309	12.971014976501465	7.629581451416016
Q7TQ94	Nit1	Deaminated glutathione amidase	NIT1_RAT	36.344058990478516	NaN	27.720596313476562	NaN	24.841190338134766	40.62037658691406	35.71555709838867	NaN	43.43375778198242	46.707305908203125	16.367124557495117	NaN	NaN	46.401851654052734	38.44670486450195	33.711917877197266	NaN	56.57709884643555	NaN	42.50625991821289	NaN	NaN	NaN	34.1998405456543	65.20893859863281	31.06587028503418	36.35430145263672	42.75224304199219	NaN	33.37139892578125	48.895816802978516	27.406051635742188	39.48588562011719	54.77662658691406	51.74139404296875	46.03529739379883
Q7TQM5	Kprp	Keratinocyte proline-rich protein	KPRP_RAT	NaN	NaN	NaN	63.782039642333984	NaN	NaN	NaN	28.044300079345703	NaN	NaN	NaN	23.677366256713867	NaN	60.102027893066406	NaN	NaN	NaN	58.61247253417969	NaN	12.169421195983887	NaN	NaN	NaN	11.891132354736328	NaN	16.051025390625	NaN	NaN	NaN	NaN	NaN	26.486190795898438	NaN	NaN	NaN	8.777737617492676
Q7TS56	Cbr4	3-oxoacyl-[acyl-carrier-protein] reductase	CBR4_RAT	29.295679092407227	28.85921859741211	30.221420288085938	NaN	27.155752182006836	15.375843048095703	20.150108337402344	NaN	36.77824020385742	82.9788589477539	17.704092025756836	13.23791790008545	21.580801010131836	30.720626831054688	32.50554275512695	17.549827575683594	49.62770462036133	15.747692108154297	22.028057098388672	45.554161071777344	22.16731071472168	15.667535781860352	21.196338653564453	31.510568618774414	26.503625869750977	15.38138198852539	16.595251083374023	31.30333709716797	16.209850311279297	24.517391204833984	14.665090560913086	34.718502044677734	24.25836753845215	17.591279983520508	13.434951782226562	28.864660263061523
Q7TSE9	Hax1	HCLS1-associated protein X-1	HAX1_RAT	14.156339645385742	14.971458435058594	NaN	NaN	NaN	NaN	NaN	NaN	17.078975677490234	11.550719261169434	NaN	NaN	NaN	NaN	12.29438304901123	14.368117332458496	NaN	NaN	NaN	NaN	28.063596725463867	NaN	NaN	12.423210144042969	18.68772315979004	NaN	NaN	NaN	19.36280059814453	22.79107666015625	11.441978454589844	NaN	NaN	NaN	14.066055297851562	NaN
Q80U96	Xpo1	Exportin-1	XPO1_RAT	37.000648498535156	38.49665069580078	33.37865447998047	31.581178665161133	42.477970123291016	34.3941535949707	126.87578582763672	32.222938537597656	32.401023864746094	28.18355369567871	30.480451583862305	22.11897087097168	35.26294708251953	28.826923370361328	20.537372589111328	22.99004364013672	73.21538543701172	26.650127410888672	34.960994720458984	52.84736251831055	48.02455520629883	48.905330657958984	38.41643142700195	41.26903533935547	40.108436584472656	34.27421569824219	31.785341262817383	43.78527069091797	47.25273513793945	46.21706008911133	44.8181037902832	30.508541107177734	48.60576248168945	45.431732177734375	38.02959060668945	38.21214294433594
Q80VJ4	Gpcpd1	Glycerophosphocholine phosphodiesterase GPCPD1	GPCP1_RAT	51.123714447021484	100.95313262939453	89.03366088867188	83.83865356445312	57.579280853271484	87.10054016113281	24.517080307006836	81.8355712890625	42.261688232421875	51.97990417480469	140.23228454589844	49.768253326416016	59.214847564697266	48.09188461303711	64.9853744506836	49.511234283447266	48.04587173461914	64.0506591796875	68.73689270019531	56.077880859375	63.47259521484375	102.22659301757812	59.89266586303711	24.144153594970703	41.87409210205078	65.74430084228516	45.710426330566406	45.892173767089844	65.7724838256836	61.154476165771484	48.164955139160156	37.14990997314453	95.80413055419922	38.709495544433594	40.13339614868164	76.7612075805664
Q80W89	Ndufa11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	NDUAB_RAT	159.80307006835938	198.97935485839844	184.61825561523438	287.43914794921875	179.08387756347656	106.42999267578125	NaN	238.2343292236328	210.0545196533203	175.60650634765625	95.5217056274414	365.2569274902344	102.2640609741211	291.69708251953125	138.94998168945312	119.07295227050781	49.173702239990234	330.5241394042969	156.70460510253906	231.77825927734375	98.43500518798828	97.30145263671875	195.79388427734375	116.76966857910156	166.98822021484375	116.75929260253906	154.94508361816406	354.21441650390625	160.3604736328125	126.73533630371094	190.3638916015625	136.09703063964844	67.30433654785156	128.26370239257812	157.0745849609375	130.11326599121094
Q80XX4	Mustn1	Musculoskeletal embryonic nuclear protein 1	MSTN1_RAT	69.41799926757812	78.9451675415039	53.428619384765625	25.33953857421875	388.9698486328125	62.82254409790039	479.3201904296875	62.191768646240234	133.55471801757812	67.20063781738281	112.8391342163086	54.06298828125	36.1717529296875	393.98565673828125	165.37115478515625	77.88894653320312	222.84750366210938	132.24588012695312	132.28128051757812	67.95024871826172	268.4635009765625	89.04682922363281	55.651336669921875	205.97801208496094	242.55320739746094	62.820133209228516	219.0572967529297	53.3474006652832	82.85464477539062	74.23389434814453	37.5947151184082	60.57074737548828	106.18228912353516	165.9381103515625	362.7891540527344	82.60871124267578
Q80Z29	Nampt	Nicotinamide phosphoribosyltransferase	NAMPT_RAT	69.9264144897461	75.83279418945312	75.6728286743164	87.7151870727539	92.20099639892578	72.56130981445312	84.34898376464844	96.89749145507812	124.25392150878906	91.5576171875	91.5521469116211	93.33328247070312	87.69597625732422	83.43379974365234	79.02684020996094	91.49917602539062	109.97652435302734	87.700439453125	66.73595428466797	100.56049346923828	118.28966522216797	109.06234741210938	82.2911376953125	128.67669677734375	144.5948944091797	101.28903198242188	76.75403594970703	108.57361602783203	87.94435119628906	91.40280151367188	103.71044158935547	118.68716430664062	79.32417297363281	113.7337875366211	110.30810546875	113.22592163085938
Q811X6	Cryl1	Lambda-crystallin homolog	CRYL1_RAT	69.16065216064453	88.47885131835938	26.482603073120117	33.173309326171875	31.004281997680664	59.94396209716797	427.6651916503906	17.063583374023438	9.689184188842773	15.175958633422852	81.55750274658203	3.8324708938598633	70.00241088867188	311.5833435058594	70.95748138427734	112.84564208984375	29.292327880859375	38.11518096923828	70.51753234863281	39.02344512939453	99.83846282958984	36.92046356201172	36.775062561035156	84.513671875	48.33958053588867	41.105140686035156	22.90300178527832	27.65593719482422	26.59397315979004	54.08131790161133	53.892887115478516	18.80228614807129	38.8768196105957	23.896705627441406	35.328636169433594	42.4958610534668
Q8CFN2	Cdc42	Cell division control protein 42 homolog	CDC42_RAT	139.72865295410156	94.2503662109375	105.71534729003906	106.67613220214844	170.3431396484375	153.5235137939453	497.6858825683594	126.11689758300781	139.79156494140625	137.17752075195312	116.04496765136719	75.4008560180664	143.13497924804688	106.069091796875	107.62974548339844	102.58393859863281	123.7185287475586	124.54557037353516	148.91473388671875	198.74276733398438	258.94091796875	171.74017333984375	187.08230590820312	176.82293701171875	145.50360107421875	164.7450714111328	120.827392578125	160.79266357421875	181.02496337890625	206.43206787109375	176.46051025390625	179.89865112304688	240.7310028076172	173.7403106689453	154.75022888183594	132.0305938720703
Q8CG45	Akr7a2	Aflatoxin B1 aldehyde reductase member 2	ARK72_RAT	233.39151000976562	189.91932678222656	161.2633514404297	136.78579711914062	125.62340545654297	165.00006103515625	440.29248046875	160.59555053710938	170.12014770507812	229.95208740234375	204.05482482910156	166.7044677734375	104.1100845336914	129.0371856689453	208.5108642578125	228.11636352539062	104.11461639404297	153.22897338867188	108.312744140625	199.4182891845703	164.49647521972656	234.927978515625	159.92848205566406	204.0052490234375	337.8402404785156	176.19412231445312	105.34446716308594	179.9968719482422	112.92194366455078	174.35313415527344	255.8725128173828	64.72124481201172	168.96409606933594	192.9458465576172	103.50233459472656	229.11683654785156
Q8CGV7	Thtpa	Thiamine-triphosphatase	THTPA_RAT	64.65423583984375	57.41209030151367	62.56474685668945	56.11943435668945	59.76105499267578	69.6596908569336	114.35255432128906	62.61872863769531	60.1700439453125	52.69744110107422	98.97250366210938	32.909236907958984	66.95004272460938	34.48976135253906	68.42072296142578	48.52574920654297	73.86965942382812	48.80937194824219	37.89126205444336	63.151100158691406	82.2801513671875	108.80716705322266	57.312320709228516	52.20057678222656	107.67992401123047	46.077476501464844	25.5042667388916	58.83325958251953	37.05927276611328	26.97408676147461	86.14009857177734	57.64812469482422	65.54332733154297	34.54227066040039	35.01164627075195	72.80423736572266
Q8CIN7	Impa2	Inositol monophosphatase 2	IMPA2_RAT	131.02667236328125	44.99009704589844	36.4146728515625	28.89780616760254	35.132423400878906	50.94111251831055	76.33985900878906	55.47171401977539	36.73017120361328	75.73297882080078	96.9756088256836	53.201908111572266	130.9158172607422	45.57896041870117	35.5994987487793	47.36457061767578	49.24734878540039	135.96588134765625	30.884374618530273	22.527570724487305	12.994646072387695	10.703963279724121	20.91396141052246	21.55594825744629	42.61903762817383	18.639347076416016	14.047755241394043	12.021035194396973	14.705607414245605	20.294605255126953	27.17242431640625	72.63378143310547	12.121675491333008	29.686384201049805	13.129205703735352	13.669559478759766
Q8K1Q0	Nmt1	Glycylpeptide N-tetradecanoyltransferase 1	NMT1_RAT	75.08668518066406	104.30707550048828	84.3326644897461	57.063331604003906	80.00977325439453	115.86023712158203	204.6706085205078	76.16378784179688	77.75809478759766	88.91495513916016	123.3961410522461	58.27701950073242	96.10173797607422	55.65480041503906	74.2732925415039	83.40975189208984	87.77783203125	60.341400146484375	83.5684585571289	92.14664459228516	116.33232116699219	99.80149841308594	89.03530883789062	65.91570281982422	86.63678741455078	88.32182312011719	77.58043670654297	107.90587615966797	84.23059844970703	92.72388458251953	92.78496551513672	53.02151870727539	105.60816192626953	64.23229217529297	83.93673706054688	64.53716278076172
Q8K3F3	Ppp1r14b	Protein phosphatase 1 regulatory subunit 14B	PP14B_RAT	31.45553207397461	14.039806365966797	21.73912239074707	21.067434310913086	23.0495662689209	40.07353973388672	40.92940902709961	19.097427368164062	15.492020606994629	25.433879852294922	34.237525939941406	14.85873031616211	10.353818893432617	22.234966278076172	17.01262855529785	12.771149635314941	25.21085548400879	23.480987548828125	9.830284118652344	19.452768325805664	30.898387908935547	28.88783073425293	15.136388778686523	9.992130279541016	24.661108016967773	16.031766891479492	13.531768798828125	20.05413055419922	25.348161697387695	21.177167892456055	21.33303451538086	9.086774826049805	28.911306381225586	7.939789295196533	10.296049118041992	13.441609382629395
Q8K3P7	Hint3	Histidine triad nucleotide-binding protein 3	HINT3_RAT	23.69092559814453	56.38519287109375	41.85684585571289	90.39205932617188	47.2801513671875	41.95492935180664	209.7996826171875	48.21102523803711	41.407752990722656	30.633655548095703	81.20828247070312	34.23553466796875	24.09839630126953	31.890214920043945	36.334938049316406	40.909080505371094	NaN	79.65105438232422	36.419334411621094	32.763099670410156	NaN	37.95558166503906	24.94283103942871	12.959092140197754	19.722475051879883	26.73284912109375	40.08962631225586	18.2677059173584	41.85074234008789	40.53815841674805	32.834373474121094	61.85773849487305	35.51129913330078	21.867809295654297	32.307952880859375	26.708049774169922
Q8K3X8	Hsbp1	Heat shock factor-binding protein 1	HSBP1_RAT	26.194501876831055	19.603130340576172	31.310317993164062	14.750731468200684	21.36300277709961	27.59785270690918	222.65333557128906	23.09923553466797	31.19539451599121	22.662187576293945	21.095531463623047	14.023505210876465	24.704484939575195	16.932470321655273	15.67123031616211	26.926204681396484	31.856292724609375	12.244908332824707	29.847888946533203	14.191333770751953	42.57194137573242	19.293899536132812	26.079551696777344	17.340587615966797	21.14893341064453	13.704429626464844	16.689882278442383	29.21661376953125	16.417404174804688	19.3496036529541	22.10770034790039	21.60248374938965	22.038728713989258	9.764106750488281	13.677970886230469	16.835079193115234
Q8K4F7	Dcps	m7GpppX diphosphatase	DCPS_RAT	67.64338684082031	71.12893676757812	95.10765075683594	87.61885070800781	94.25003814697266	83.03519439697266	NaN	75.91382598876953	73.13768005371094	72.85633087158203	81.2239990234375	53.91145706176758	147.7993927001953	65.4167251586914	59.7138557434082	67.65716552734375	NaN	84.0202865600586	27.94233512878418	52.663490295410156	89.91299438476562	80.46764373779297	47.73659896850586	30.75566291809082	55.50522232055664	37.47411346435547	37.03781509399414	35.505672454833984	45.846946716308594	35.83930206298828	33.95403289794922	45.428340911865234	55.74728012084961	40.54067611694336	54.20071792602539	34.179039001464844
Q8K4G6	Macrod1	ADP-ribose glycohydrolase MACROD1 (Fragment)	MACD1_RAT	81.26544952392578	121.23631286621094	147.25991821289062	155.72406005859375	134.7792205810547	120.11248016357422	220.3655548095703	146.479736328125	129.81935119628906	142.50726318359375	127.94336700439453	223.23301696777344	67.68451690673828	183.8569793701172	136.69276428222656	86.87773132324219	128.3295135498047	246.24464416503906	92.47364044189453	197.00405883789062	93.30294036865234	157.9520263671875	99.37284851074219	89.89118194580078	185.53750610351562	101.85397338867188	113.0027847290039	82.87263488769531	110.28983306884766	111.79385375976562	143.67662048339844	111.4180908203125	118.76931762695312	123.4878158569336	132.46841430664062	153.65408325195312
Q8K4K7	Abra	Actin-binding Rho-activating protein	ABRA_RAT	54.3740348815918	NaN	52.22733688354492	43.91720199584961	37.85118865966797	28.884096145629883	NaN	53.58095169067383	74.78199768066406	62.376617431640625	40.1853141784668	53.680606842041016	36.563480377197266	104.53778076171875	20.860790252685547	45.55507278442383	NaN	32.89162063598633	44.41136932373047	50.62143325805664	123.22698211669922	58.57249450683594	58.91664505004883	65.3905258178711	65.74105834960938	33.5236701965332	21.471216201782227	29.624935150146484	19.025602340698242	27.256078720092773	48.58729934692383	NaN	45.26613235473633	38.53565216064453	35.60026168823242	49.56258773803711
Q8K4T4	Filip1	Filamin-A-interacting protein 1	FLIP1_RAT	154.4468536376953	77.04334259033203	69.27482604980469	88.92721557617188	90.01359558105469	215.74490356445312	NaN	80.86077117919922	83.64534759521484	99.31324005126953	47.074703216552734	27.229549407958984	144.30316162109375	NaN	49.85256576538086	89.88105773925781	143.6172637939453	NaN	148.62376403808594	57.30332946777344	217.12318420410156	78.94325256347656	52.99088668823242	109.22991943359375	53.906227111816406	38.344093322753906	28.17682647705078	137.5596160888672	31.19256591796875	57.16773986816406	29.311107635498047	95.53430938720703	69.02482604980469	44.84196472167969	21.863019943237305	38.656005859375
Q8K4V4	Snx27	Sorting nexin-27	SNX27_RAT	36.04764938354492	37.83583450317383	36.46929168701172	50.11781311035156	42.46841049194336	40.978153228759766	170.7089080810547	35.19405746459961	45.657386779785156	38.604042053222656	32.470401763916016	43.28432083129883	NaN	66.45707702636719	39.162086486816406	35.855690002441406	37.186100006103516	36.20957565307617	48.567562103271484	111.7524185180664	54.194149017333984	47.34376907348633	27.088218688964844	46.2329216003418	66.38570404052734	64.71258544921875	81.34041595458984	22.549707412719727	70.67121887207031	41.073158264160156	87.09261322021484	NaN	27.535743713378906	28.226619720458984	43.15141677856445	32.63262939453125
Q8K5B3	Mcfd2	Multiple coagulation factor deficiency protein 2 homolog	MCFD2_RAT	76.71276092529297	105.76831817626953	156.62904357910156	122.61756896972656	120.76529693603516	124.2251968383789	575.7176513671875	134.22837829589844	122.5267105102539	117.97176361083984	107.66828155517578	76.33837890625	75.2723388671875	86.60633850097656	78.02103424072266	103.20964813232422	120.21943664550781	108.6720962524414	85.05303192138672	100.27193450927734	92.95401763916016	148.23284912109375	67.81253814697266	100.46896362304688	53.996063232421875	71.1093521118164	72.1911849975586	65.6823501586914	84.22723388671875	56.62166976928711	56.959781646728516	82.32547760009766	95.91776275634766	34.64432907104492	59.670066833496094	39.00878143310547
Q8R431	Mgll	Monoglyceride lipase	MGLL_RAT	11.335868835449219	NaN	18.245332717895508	NaN	NaN	NaN	NaN	18.897502899169922	12.359436988830566	13.129082679748535	NaN	19.482765197753906	NaN	22.45803451538086	NaN	NaN	NaN	22.33401107788086	NaN	73.14970397949219	38.65585708618164	NaN	22.71035385131836	23.572650909423828	27.11709976196289	33.17964553833008	19.07830047607422	28.560197830200195	41.05339431762695	24.457914352416992	47.78421401977539	NaN	16.588218688964844	33.622825622558594	23.515352249145508	26.182147979736328
Q8R4A1	Ero1a	ERO1-like protein alpha	ERO1A_RAT	38.4635124206543	68.42534637451172	49.47465896606445	NaN	43.34439468383789	57.6638298034668	380.7717590332031	50.83334732055664	30.447818756103516	32.58346176147461	55.7273063659668	43.26823806762695	40.01164245605469	61.22930908203125	30.329545974731445	27.282909393310547	41.59410858154297	61.34284973144531	38.67100524902344	66.72327423095703	37.05235290527344	48.642967224121094	21.624820709228516	30.277616500854492	40.807308197021484	20.576892852783203	40.56275177001953	37.82149887084961	59.73165512084961	29.612598419189453	48.766536712646484	28.337055206298828	25.635631561279297	40.88568878173828	22.253772735595703	25.04594612121582
Q8R4Z9	Mfn1	Mitofusin-1	MFN1_RAT	23.06786346435547	NaN	NaN	NaN	18.047067642211914	NaN	NaN	NaN	9.635151863098145	11.22695541381836	NaN	18.724882125854492	21.266883850097656	NaN	NaN	15.907820701599121	NaN	NaN	17.980073928833008	29.211109161376953	25.56096839904785	23.909090042114258	NaN	15.983847618103027	31.122716903686523	NaN	13.0054292678833	17.522327423095703	NaN	24.606779098510742	28.665504455566406	NaN	18.071596145629883	12.940900802612305	NaN	NaN
